lemme,freqlemfilms2,freqfilms2,CECRL,TO_REMOVE,Category_Informal,Category_Formal,Category_Top100,Category_Top500,Category_Administrative_Legal,Category_Office_Work,Category_Customer_Service,Category_Manufacturing_Industry,Category_Construction_Work,Category_Maintenance_Repair,Category_Cooking_Catering,Category_Health_Medical,Category_Tourism_Hospitality,Category_Sports
fonder,"15,97","0,22",B1,,,,,X,,,,X,,,,,,
tremper,"15,88",0,B1,,,,,X,,,,X,,,,,,
abîmer,"15,83","0,1",B1,,,,,X,,,,,,,,,,
applaudir,"15,82","1,56",A2,,,,,X,,,,,,,,,,
offenser,"15,79","0,03",B2,,,,,,,,,,,,,,,
accélérer,"15,78","7,32",B1,,,,,X,,,,,,,,,,X
percer,"15,77","2,09",B2,,,,,,,,,X,X,,,,,
ébavurer,"15,77","2,09",C2,,,,,,,,,X,,,,,,
déborder,"15,75","0,01",B2,,,,,,,,,,,,,,,
féliciter,"15,72","0,01",A2,,,,,X,,X,,,,,,,,
caresser,"15,69","0,13",B1,,,,,X,,,,,,,,,,
braquer,"15,68","0,01",B2,,,,,,,,,,,,,,,
dominer,"15,66","0,27",B1,,,,,X,,,,,,,,,,
affirmer,"15,61","0,06",B1,,,,,X,,,,,,,,,,
baser,"15,61","0,02",B1,,,,,X,,X,,,,,,,,
mentionner,"15,61","0,1",B1,,,,,X,,X,,,,,,,,
luire,"15,58","5,41",B2,,,,,,,,,,,,,,,
enchanter,"15,57","0,1",B2,,,,,,,,,,,,,,X,
maîtriser,"15,57","0,01",B1,,,,,X,,,,,,,,,,X
vexer,"15,56",0,B1,,,,,X,,,,,,,,,,
justifier,"15,55",0,B1,,,,,X,,X,,,,,,,,
botter,"15,54",0,B2,,X,,,,,,,,,,,,,X
parcourir,"15,46","0,16",B1,,,,,X,,X,,,,,,,,
boiter,"15,43","0,01",B2,,,,,,,,,,,,,,,
enculer,"15,43","0,13",B2,,X,,,,,,,,,,,,,
traduire,"15,41","0,25",A2,,,,,X,,X,,,,,,,,
analyser,"15,4",0,B1,,,,,X,,X,,,,,,X,,
approuver,"15,39","0,01",B1,,,,,X,X,X,,X,,,,,,
doubler,"15,29","0,2",B1,,,,,X,,,,,,,,,,X
encourager,"15,24","3,99",B1,,,,,X,,,X,,,,,,,X
ressortir,"15,23","1,35",B2,,,,,,,,,,,,,,,
kidnapper,"15,21",0,B2,,,,,,,,,,,,,,,
circuler,"15,19","0,01",A2,,,,,X,,,,,,,,,,
adopter,"15,18","0,05",A2,,,,,X,,,,,,,,,,
claquer,"15,13",0,B2,,,,,,,,,,,,,,,
conserver,"15,08","0,34",B1,,,,,X,,,,X,,,X,,,
mépriser,"15,05","0,2",B2,,,,,,,,,,,,,,,
conquérir,"14,89","0,11",B2,,,,,,,,,,,,,,,
déguiser,"14,89",0,B2,,,,,,,,,,,,,,X,
faucher,"14,76",0,B2,,,,,,,,,,,,,,,
foirer,"14,76",0,B2,,X,,,,,,,,,,,,,
nuire,"14,74","1,31",B2,,,,,,,,,,,,,,,
imiter,"14,7","0,01",B1,,,,,X,,,,,,,,,,
agiter,"14,62","0,06",B2,,,,,,,,,X,,,X,,,
larguer,"14,61","0,03",B2,,X,,,,,,,,,,,,,
préserver,"14,61","0,01",B1,,,,,X,,,,,,,,,,
exercer,"14,53","3,82",B1,,,,,X,,,,,,,,X,,X
déterminer,"14,51","0,02",B1,,,,,X,,X,,,,,,,,
bander,"14,5","0,01",B2,,,,,,,,,,,,,X,,
délivrer,"14,45",0,B2,,,,,,,,X,,,,,X,,
consoler,"14,41","0,04",B2,,,,,,,,,,,,,X,,
figurer,"14,41","0,07",B2,,,,,,,,,,,,,,,
plier,"14,37",0,B1,,,,,X,,,,X,,,,,,
mélanger,"14,36","3,16",A2,,,,,X,,,,X,,,X,,,
détourner,"14,34","0,12",B2,,,,,,,,,,,,,,,
poignarder,"14,32","0,02",B2,,,,,,,,,,,,,,,
flipper,"14,29","0,08",B2,,X,,,,,,,,,,,,,
fier,"14,27",0,B2,,,,,,,,,,,,,,,
griller,"14,2",0,A2,,,,,X,,,,,,,X,,,
isoler,"14,1","0,04",B1,,,,,X,,,,,X,X,,X,,
lécher,"14,09","4,03",B1,,,,,X,,,,,,,,,,
arroser,"14,07",0,A2,,,,,X,,,,,,,X,,,
composer,"14,07","0,12",A2,,,,,X,,X,,,,,X,,,
distribuer,"14,06","0,18",A2,,,,,X,,X,X,,,,,,,
fourrer,"14,05","0,12",B2,,X,,,,,,,,,,X,,,
suspendre,"13,99","0,53",B2,,,,,,,,,,X,,,,,
écrouler,"13,98","0,19",B2,,,,,,,,,,,,,,,
traquer,"13,97","0,01",B2,,,,,,,,,,,,,,,
engueuler,"13,94",0,B2,,X,,,,,,,,,,,,,
pratiquer,"13,87","0,02",A2,,,,,X,,,,,,,,X,,X
cueillir,"13,84","0,02",B2,,,,,,,,,,,,,,,
bouleverser,"13,79","0,26",B1,,,,,X,,,,,,,,,,
délirer,"13,73","0,02",B2,,,,,,,,,,,,,,,
emménager,"13,7","2,1",B1,,,,,X,,,,,,,,,,
associer,"13,67","0,12",B1,,,,,X,,X,,,,,,,,
provenir,"13,66","0,41",B2,,,,,,,,,,,,,,,
user,"13,58","0,15",B1,,,,,X,,,,,,,,,,
choquer,"13,56","0,01",B1,,,,,X,,,,,,,,,,
défier,"13,49","0,04",B2,,,,,,,,,,,,,,,X
supprimer,"13,45",0,B1,,,,,X,,X,,,,,,,,
adapter,"13,44","0,01",B1,,,,,X,,,,X,X,,,,,
agresser,"13,39","0,01",B2,,,,,,,,,,,,,,,
fiancer,"13,3","0,46",B2,,,,,,,,,,,,,,,
tailler,"13,28","0,01",B2,,,,,,,,,,X,,X,,,
entretenir,"13,27","0,05",B2,,,,,,,,,,,X,,,,
effondrer,"13,24","0,24",B2,,,,,,,,,,,,,,,
anéantir,"13,18","3,27",B2,,,,,,,,,,,,,,,
demeurer,"13,18","0,27",B1,,,X,,X,,,,,,,,,,
piloter,"13,18",0,B1,,,,,X,,X,,,,,,,,
droguer,"13,15","0,19",B2,,,,,,,,,,,,,,,
embaucher,"13,11","0,13",A2,,,,,X,,X,,,,,,,,
assommer,"13,09",0,B2,,,,,,,,,,,,,,,
rajouter,"13,09","0,01",B1,,,,,X,,,,,,,,,,
tolérer,"13,05","2,58",B1,,,,,X,,,,,,,,,,
siffler,"13,04","0,06",B1,,,,,X,,,,,,,,,,X
empirer,"12,93","0,03",B2,,,,,,,,,,,,,,,
bousiller,"12,91",0,B2,,X,,,,,,,,,,,,,
procéder,"12,91","1,75",B1,,,X,,X,,,,X,,,,,,
localiser,"12,87",0,B1,,,,,X,,,,,,X,,,,
assumer,"12,83","0,03",B1,,,,,X,,X,,,,,,,,
relier,"12,83","0,22",B1,,,,,X,,,,,X,X,,,,
emparer,"12,8","0,6",B2,,,,,,,,,,,,,,,
évader,"12,8","0,02",B2,,,,,,,,,,,,,,,
flotter,"12,79","0,01",B2,,,,,,,,,,,,,,,
distinguer,"12,77","0,01",B1,,,,,X,,,,,,,,,,
procurer,"12,77","0,16",B1,,,,,X,,,,,,,,,,
détenir,"12,73","0,13",B2,,,,,,,,,,,,,,,
branler,"12,72",0,B2,,X,,,,,,,,,,,,,
découper,"12,71","0,01",B1,,,,,X,,,,X,,,X,,,
tabasser,"12,71","0,04",B2,,X,,,,,,,,,,,,,
activer,"12,58",0,B1,,,,,X,,,,,,X,,,,
introduire,"12,56","0,17",B1,,,,,X,,,,,,,,,,
aborder,"12,55","0,16",B2,,,,,,,,X,,,,,,,
destiner,"12,52",0,B2,,,,,,,,,,,,,,,
frotter,"12,52","0,01",B1,,,,,X,,,,,,X,,,,
économiser,"12,5","0,02",A2,,,,,X,,X,,,,,,,,
plaquer,"12,46","0,01",B2,,X,,,,,,,,,,,,,X
rétablir,"12,38","2,78",B2,,,,,,,,,,,X,,X,,
flatter,"12,36",0,B2,,,,,,,,,,,,,,,
manipuler,"12,35","0,14",B1,,,,,X,,,,X,,,,,,
défaire,"12,3","5,26",B1,,,,,X,,,,,,,,,,
corriger,"12,24","2,21",A2,,,,,X,,X,,X,,,,,,
tordre,"12,24","2,08",B2,,,,,,,,,X,,,,,,
déplaire,"12,23","0,27",B2,,,,,,,,,,,,,,,
désespérer,"12,22","1,42",B2,,,,,,,,,,,,,,,
trinquer,"12,21","0,01",B1,,X,,,X,,,,,,,,,X,
calculer,"12,19",0,A2,,,,,X,,X,,X,,,,,,
balayer,"12,17","1,99",A2,,,,,X,,,,,,X,,,,
classer,"12,11","0,02",A2,,,,,X,X,X,,,,,,,,
gratter,"12,11",0,B1,,,,,X,,,,,X,,,,,
aspirer,"12,07","0,03",A2,,,,,X,,,,X,,X,,,,
louper,"12,06","0,03",B2,,X,,,,,,,,,,,,,
refermer,"11,97","0,33",B1,,,,,X,,,,,,,,,,
trancher,"11,97","0,02",B1,,,,,X,,,,,,,X,,,
hériter,"11,93","0,18",B1,,,,,X,,,,,,,,,,
coopérer,"11,91","1,6",B1,,,,,X,,X,,,,,,,,
précipiter,"11,89","0,19",B2,,,,,,,,,,,,,,,
retarder,"11,89",0,B1,,,,,X,,,,,,,,,,
réciter,"11,89","0,01",A2,,,,,X,,,,,,,,,,
implorer,"11,88","0,13",C1,,,X,,,,,,,,,,,,
essuyer,"11,82","3,98",A2,,,,,X,,,,,,X,X,,,
miser,"11,8","0,34",B2,,,,,,,,,,,,,,,
perturber,"11,79","0,03",B1,,,,,X,,,,,,,,,,
ronger,"11,68","4,23",B2,,,,,,,,,,,,,,,
redescendre,"11,61","1,82",A2,,,,,X,,,,,,,,,,
damer,"11,6","8,05",B2,,,,,,,,,,,,,,X,
évoquer,"11,57","0,02",B2,,,,,,,,,,,,,,,
ramper,"11,55","0,02",B2,,,,,,,,,,X,X,,,,
obséder,"11,53","2,15",B2,,,,,,,,,,,,,,,
gaspiller,"11,5","0,01",B2,,,,,,,,,,,,,,,
plaider,"11,46","0,14",B2,,,,,,,,,,,,,,,
ressusciter,"11,44","0,06",C1,,,,,,,,,,,,,X,,
enfiler,"11,42","0,11",B2,,,,,,,,,X,,,,X,,
tâcher,"11,41",0,B1,,,,,X,,,,,,,,,,
dérouler,"11,37","0,27",B2,,,,,,,,,X,X,,,,,
hanter,"11,37","0,06",B2,,,,,,,,,,,,,,,
flinguer,"11,35","0,01",B2,,X,,,,,,,,,,,,,
exclure,"11,32","3,21",B1,,,,,X,,,,,,,,,,
élire,"11,23","0,01",B1,,,,,X,,,,,,,,,,
périr,"11,2","2,56",B2,,,X,,,,,,,,,,,,
limiter,"11,19","0,01",B1,,,,,X,,,,,,,,,,
maquiller,"11,14",0,A2,,,,,X,,,,,,,,,,
harceler,"11,12",0,B2,,,,,,,,,,,,,,,
recouvrir,"11,04","2,79",B2,,,,,,X,,,,X,,,,,
retomber,"11,04","0,28",A2,,,,,X,,,,,,,,,,X
contrarier,"11,03","0,1",B2,,,,,,,,,,,,,,,
gâter,"10,97",0,B1,,,,,,,,,,,,,,,
surgir,"10,95","2,79",B2,,,,,,,,,,,,,,,
espionner,"10,93","0,03",B2,,,,,,,,,,,,,,,
modifier,"10,9",0,A2,,,,,X,,X,,X,,,,,,
convoquer,"10,89","0,14",B1,,,,,X,,X,,,,,,,,
bombarder,"10,86","0,01",B2,,,,,,,,,,,,,,,
pincer,"10,84","2,41",B2,,,,,,,,,,,,,,,
défiler,"10,82",0,B2,,,,,,,,,,,,,,,
haver,"10,73","10,67",B2,,,,,,,,,,,,,,,
vanter,"10,73","0,03",B2,,,,,,,,X,,,,,,,
récolter,"10,65",0,B2,,,,,,,,,,,,,,,
déprimer,"10,61","0,01",B1,,,,,X,,,,,,,,,,
évoluer,"10,6","0,05",B1,,,,,X,,,,,,,,,,X
constater,"10,58","0,16",B1,,,,,X,,,,,,,,,,
disperser,"10,58","0,01",B2,,,,,,,,,,,,,,,
grossir,"10,57","3,85",B1,,,,,X,,,,,,,,,,
refroidir,"10,57","1,32",B1,,,,,X,,,,,,X,X,,,
égarer,"10,55",0,B2,,,,,,,,,,,,,,,
effectuer,"10,53","0,02",B1,,,X,,X,,X,,X,,,,,,
tourmenter,"10,5","0,01",B2,,,,,,,,,,,,,,,
tracer,"10,49","2,79",B2,,,,,,,,,X,X,,,,,
errer,"10,44","0,41",C1,,,X,,,,,,,,,,,,
situer,"10,44",0,B1,,,,,X,,,,,,,,,X,
critiquer,"10,38","0,01",B1,,,,,X,,,,,,,,,,
revivre,"10,37",0,B2,,,,,,,,,,,,,,,
tracasser,"10,37",0,B2,,X,,,,,,,,,,,,,
encaisser,"10,35",0,B1,,,,,X,,,X,,,,,,,
photographier,"10,35","0,03",A2,,,,,X,,,,,,,,,,
graver,"10,34","0,04",B2,,,,,,,,,X,,,,,,
renforcer,"10,34","2,05",B2,,,,,X,,,,,X,,,,,X
diffuser,"10,33",0,B1,,,,,X,,,,,,,,,,
cultiver,"10,3","0,14",B1,,,,,X,,,,,,,,,,
compromettre,"10,29","0,9",B1,,,,,X,,,,,,,,,,
manifester,"10,28","0,02",B1,,,,,X,,,,,,,,,,
diviser,"10,14","0,15",B1,,,,,X,,,,,,,,,,
protester,"10,13","0,04",B1,,,,,X,,,,,,,,,,
décharger,"10,12","1,96",B1,,,,,X,,,,X,X,,,,,
patienter,"10,1","0,01",A2,,,,,X,,,X,,,,,,,
débuter,"10,08","0,42",A2,,,,,X,,,,,,,,,,
désigner,"10,04","0,04",B2,,,,,,,,,,,,,,,
explorer,10,"0,02",B1,,,,,X,,,,,,,,,X,
infecter,"9,96","0,01",B1,,,,,X,,,,,,,,,,
récompenser,"9,96","0,01",B1,,,,,X,,X,,,,,,,,
financer,"9,92","1,44",B1,,,,,X,,,,,,,,,,
progresser,"9,92","0,01",B1,,,,,X,,,,,,,,,,
baptiser,"9,9","0,33",B2,,,,,,,,,,,,,,,
insinuer,"9,9","0,01",B2,,,,,,,,,,,,,,,
capter,"9,89",0,B2,,,,,,,,,,,,,,,
pécher,"9,87","0,96",B2,,,,,,,,,,,,,,,
détecter,"9,86",0,B1,,,,,X,,,,,,X,,X,,
gueuler,"9,81",0,B2,,X,,,,,,,,,,,,,
soupirer,"9,81","0,03",B2,,,,,,,,,,,,,,,
baver,"9,79","0,02",B2,,,,,,,,,,,,,,,
heurter,"9,79","0,17",B2,,,,,,,,,,,,,,,
aviser,"9,77","0,14",B2,,,,,,,,,,,,,,,
liquider,"9,76","0,1",B2,,,,,,,,,,,,,,,
projeter,"9,75","0,03",B1,,,,,X,,,,,X,,,,,
refiler,"9,7","0,14",B2,,X,,,,,,,,,,,,,
repenser,"9,68","0,01",B2,,,,,,,,,,,,,,,
endurer,"9,67",0,B2,,,,,,,,,,,,,,,
contaminer,"9,63",0,B1,,,,,X,,,,,,,,,,
poster,"9,54","0,07",B1,,,,,X,,X,,,,,,,,
regagner,"9,54","0,02",B1,,,,,X,,,,,,,,,,
interpréter,"9,5","1,41",B1,,,,,X,,,,,,,,,,
se repentir,"9,49","1,47",B2,,,X,,,,,,,,,,,,
exploiter,"9,47",0,B1,,,,,X,,,,X,,,,,,
stopper,"9,46","0,11",B1,,X,,,X,,,,,,,,,,
émouvoir,"9,46","0,14",B2,,,,,,,,,,,,,,,
polir,"9,45","6,04",B2,,,,,,,,,X,,,,,,
émettre,"9,45","1,85",B2,,,,,,,,,,,,,,,
redonner,"9,43","0,03",B1,,,,,X,,,,,,,,,,
négliger,"9,42","1,46",B2,,,,,,,,,,,,,,,
blaguer,"9,41",0,B1,,X,,,X,,,,,,,,,,
surfer,"9,4","0,09",A2,,X,,,,,,,,,,,,,X
blâmer,"9,38","0,01",C1,,,,,,,,,,,,,,,
combler,"9,37","0,03",B2,,,,,,,,,,,,,,,
convertir,"9,34","2,41",B1,,,,,,,,,,,,,,,
fasciner,"9,34","0,1",B2,,,,,,,,,,,,,,,
surmonter,"9,31","0,1",B2,,,,,,,,,,,,,,,
préciser,"9,29",0,B1,,,,,X,,,,,,,,,,
présumer,"9,29",0,B2,,,,,,,,,,,,,,,
expulser,"9,28",0,B2,,,,,,,,,,,,,,,
tousser,"9,28",0,B1,,,,,X,,,,,,,,,,
remporter,"9,27","0,27",B1,,,,,X,,,,,,,,,,X
avérer,"9,26","4,59",B2,,,X,,,,,,,,,,,,
gémir,"9,19","0,28",B2,,,,,,,,,,,,,,,
apprêter,"9,13","0,01",B2,,,,,,,,,,,,X,,,
coter,"9,13","0,21",B2,,,,,,,,,,,,,,,
prédire,"9,05","0,01",B2,,,,,,,,,,,,,,,
réconcilier,"9,04","0,01",B2,,,,,,,,,,,,,,,
égorger,"9,04","2,74",B2,,,,,,,,,,,,,,,
forger,"9,02","1,78",B2,,,,,,,,,X,,,,,,
rougir,"9,01","0,72",B2,,,,,,,,,,,,,,,
écouler,"9,01","0,23",B2,,,,,,,,X,,,,,,,
constituer,"8,99","0,05",B1,,,,,X,,,,,,,,,,
rafraîchir,"8,94","0,44",C1,,,,,,,,,,,,X,,X,
clocher,"8,93",0,C1,,X,,,,,,,,,,,,,
redresser,"8,93","0,03",C1,,,,,,,,,,X,,,,,
connecter,"8,88","0,15",A2,,,,,X,,,,,,X,,,,
coudre,"8,88","0,63",B1,,,,,,,,,X,,,,,,
lover,"8,85",0,C1,,X,,,,,,,,,,,,,
souper,"8,81",0,C1,,,X,,,,,,,,,X,,,
dévoiler,"8,78","0,04",C1,,,,,,,,,,,,,,,
verrouiller,"8,77","0,11",B1,,,,,X,,,,,,,,,,
faciliter,"8,76","0,01",B2,,,,,,,X,,,,,,,,
gronder,"8,74","0,04",B2,,,,,,,,,,,,,,,
raisonner,"8,72",0,B2,,,,,,,,,,,,,,,
naviguer,"8,71","0,04",B2,,,,,,,,,,,,,,X,
prescrire,"8,7","0,01",B1,,,,,,,,,,,,,X,,
dédier,"8,69","0,11",C1,,,,,,,,,,,,,,,
expédier,"8,69",0,B1,,,,,X,,X,,,,,,,,
dissimuler,"8,67","0,14",C1,,,,,,,,,,,,,,,
imprimer,"8,67","0,02",A2,,,,,X,,X,,,,,,,,
bousculer,"8,63",0,B1,,,,,,,,,,,,,,,
débattre,"8,63","1,23",C1,,,,,,,X,,,,,,,,
encercler,"8,62","0,01",C1,,,,,,,,,,,,,,,
redire,"8,61","0,47",B1,,,,,,,,,,,,,,,
accéder,"8,58","0,95",B1,,,,,X,,X,,,,,,,,
contempler,"8,58","0,17",C1,,,,,,,,,,,,,,,
extraire,"8,55","0,19",B2,,,,,,,,,X,,,,X,,
décorer,"8,54",0,B1,,,,,,,,,,X,,X,,,
recueillir,"8,54","0,02",C1,,,,,,,X,X,,,,,,,
éclaircir,"8,53","1,14",B2,,,,,,,,,,,,,,,
apaiser,"8,52","0,12",C1,,,,,,,,X,,,,,X,,
guetter,"8,52",0,C1,,,,,,,,,,,,,,,
rédiger,"8,49","0,72",B2,,,,,,,X,,,,,,,,
terrifier,"8,49","0,02",B2,,,,,,,,,,,,,,,
dicter,"8,42","0,11",B1,,,,,,,X,,,,,,,,
coiffer,"8,38","0,01",A2,,,,,X,,,,,,,,,,
décéder,"8,38","0,26",A2,,,X,,X,,,,,,,,,,
afficher,"8,35",0,A2,,,,,X,,X,X,,,,,,,
acquérir,"8,3","0,01",B2,,,,,,,,,,,,,,,
influencer,"8,3","0,83",B1,,,,,X,,,,,,,,,,
gerber,"8,28","0,13",C1,,X,,,,,,,,,,,,,
escorter,"8,21",0,B2,,,,,,,,,,,,,,X,
réviser,"8,21",0,A2,,,,,X,,,,,,X,,,,
embrouiller,"8,15",0,C1,,,,,,,,,,,,,,,
planifier,"8,15","0,01",A2,,,,,X,X,X,,,,,,,X,
confronter,"8,14",0,C1,,,,,,,,,,,,,X,,
invoquer,"8,13","0,26",C1,,,,,,,,,,,,,,,
inclure,"8,12",0,B1,,,,,X,,X,,,,,,,,
hisser,"8,09","0,13",C1,,,,,,,,,,X,,,,,
copier,"8,07","0,01",A2,,,,,X,,X,,,,,,,,
éduquer,"8,07",0,C1,,,,,,,,,,,,,X,,X
déshonorer,"7,99",0,C1,,,,,,,,,,,,,,,
intégrer,"7,98","1,04",B1,,,,,X,,X,,X,,,,,,
maudire,"7,97","0,14",C1,,,,,,,,,,,,,,,
advenir,"7,94","0,11",C1,,,X,,,,,,,,,,,,
diminuer,"7,94","0,14",B1,,,,,X,,,,,,,,,,
abriter,"7,92","0,02",C1,,,,,,,,,,,,,,,
purifier,"7,92",0,C1,,,,,,,,,X,,,,,,
neiger,"7,87","5,48",A2,,,,,X,,,,,,,,,,
planer,"7,86",0,C1,,,,,,,,,X,,,,,,
paralyser,"7,84","0,05",B1,,,,,,,,,,,,,,,
prêcher,"7,82","0,12",C1,,,,,,,,,,,,,,,
terroriser,"7,82","0,14",B2,,,,,,,,,,,,,,,
aligner,"7,8",0,B2,,,,,,,,,X,,,,,,
tripoter,"7,8",0,C1,,X,,,,,,,,,,,,,
